Ligand,Source,Docking_Score,MW,LogP,Drug_Score
AI_Fast_02,AI_Fast,0.20005143443037432,78.11399999999996,1.6866,0.8543324
AI_Fast_03,AI_Fast,0.19921762318825792,60.052000000000014,0.09089999999999993,0.7796672
AI_Fast_01,AI_Fast,0.16767093621747267,84.16199999999994,2.3406000000000002,0.8568731999999999
AI_Fast_00,AI_Fast,0.16436900128349713,46.06900000000002,-0.0014000000000000123,0.7675854
AI_Fast_04,AI_Fast,0.16045851752772947,45.085000000000015,-0.1644000000000001,0.760475
